date_of_sale,address,location,total_area,rooms,plot_area,closing_price
Såld 30 maj 2018,Järpstigen 2,"Skälebräcke,          Kungälvs kommun",128+5 m²,5,743,4675000
Såld 30 maj 2018,Solberga 790,"Kode,          Kungälvs kommun",70+60 m²,4,380,3550000
Såld 29 maj 2018,Kulperödsvägen 31,"Gullbringa,          Kungälvs kommun",148+5 m²,5,678,1500000
Såld 25 maj 2018,Vrångholmen 150,"Marstrand/Kråkerön,          Kungälvs kommun",185+34 m²,6,207,11000000
Såld 25 maj 2018,Hemmansgatan 7,"Ytterby,          Kungälvs kommun",155+6 m²,6,875,4500000
Såld 24 maj 2018,Bäckvägen 10,"Lökeberg,          Kungälvs kommun",55+5 m²,4,91,3910000
Såld 22 maj 2018,Rörmossevägen 240,"Rörmossen,          Kungälvs kommun",58+15 m²,3,170,2215000
Såld 22 maj 2018,Lievägen 228,"Kungälv Ullstorp,          Kungälvs kommun",125+10 m²,4,250,4750000
Såld 22 maj 2018,Lökebergsvägen 18,"Lökeberg,          Kungälvs kommun",110+65 m²,4,368,6225000
Såld 17 maj 2018,Hermansby 228,"Kärna,          Kungälvs kommun",165+58 m²,5,503,5825000
Såld 17 maj 2018,Gräsgången 6,"Kungälv,          Kungälvs kommun",125+4 m²,4,514,3900000
Såld 17 maj 2018,Gategården 260,"Risby/Hålta,          Kungälvs kommun",120+71 m²,5,337,5020000
Såld 16 maj 2018,Brunnefjäll 110,"Kärna,          Kungälvs kommun",121+185 m²,6,124,3750000
Såld 16 maj 2018,Sandvik 110,"HARESTAD,          Kungälvs kommun",153+36 m²,5,998,3400000
Såld 14 maj 2018,Galeasgatan 15,"Kungälv,          Kungälvs kommun",103+64 m²,5,610,3500000
Såld 7 maj 2018,Fasanstigen 8,"Skälebräcke,          Kungälvs kommun",128+5 m²,5,362,4250000
Såld 7 maj 2018,Brunnefjäll 190,"Kärna,          Kungälvs kommun",83+50 m²,4,536,2810000
Såld 6 maj 2018,Enekullsvägen 32,"Ytterby,          Kungälvs kommun",101+20 m²,4,807,3570000
Såld 3 maj 2018,Dannemarksgatan 39,"Ytterby,          Kungälvs kommun",159+32 m²,6,730,4000000
Såld 2 maj 2018,Byvägen 22,"Ödsmålsmosse,          Kungälvs kommun",43+24 m²,3,930,2500000
Såld 30 april 2018,Rådmansgatan 4,"Centrum,          Kungälvs kommun",220+6 m²,6,678,6175000
Såld 19 april 2018,Bäck 250,"Romelanda,          Kungälvs kommun",49+2 m²,2,867,1400000
Såld 19 april 2018,Rubinvägen 29,"KODE,          Kungälvs kommun",195 m²,,746,4200000
Såld 6 april 2018,Bokvägen 5,"Kungälv centralt,          Kungälvs kommun",89+89 m²,5,635,4450000
Såld 5 april 2018,Gategården 182,"Hålta,          Kungälvs kommun",240+50 m²,8,484,4020000
Såld 1 april 2018,Valtersäng 11,"Kungälv Centralt,          Kungälvs kommun",162 m²,,808,5495000
Såld 30 mars 2018,Harkeröd,"Hålta,          Kungälvs kommun",98+3 m²,3,818,795000
Såld 29 mars 2018,Ulvesund 420,"Ytterby - Ulvesund,          Kungälvs kommun",47+2 m²,2,43,1650000
Såld 29 mars 2018,Hallebäcksvägen 2,"Timmervik,          Kungälvs kommun",73+7 m²,3,29,2550000
Såld 27 mars 2018,Snäckvägen 11,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",45+25 m²,2,593,2000000
Såld 24 mars 2018,Bergkristallvägen 1,"Kode,          Kungälvs kommun",132+5 m²,5,501,4300000
Såld 23 mars 2018,Hög 110,"Diseröd,          Kungälvs kommun",241+9 m²,9,835,4250000
Såld 20 mars 2018,Rishammarvägen 32,"Kareby,          Kungälvs kommun",122+61 m²,5,794,4750000
Såld 16 mars 2018,Svärdgatan 8,"Ytterby,          Kungälvs kommun",137+8 m²,5,428,5250000
Såld 11 mars 2018,Rörmossevägen 140,"Rörmossen,          Kungälvs kommun",174+6 m²,6,407,4810000
Såld 10 mars 2018,Dotorp 400,"Kärna,          Kungälvs kommun",114+54 m²,5,650,4200000
Såld 9 mars 2018,Skomakarevägen 17,"Hålta,          Kungälvs kommun",178+24 m²,6,18,3730000
Såld 9 mars 2018,Havregången 1,"Komarken,          Kungälvs kommun",147+6 m²,6,504,3900000
Såld 7 mars 2018,Åldermansvägen 4,"Ytterby,          Kungälvs kommun",130+125 m²,7,695,4700000
Såld 27 februari 2018,Jorsalagatan 1,"Iskällan,          Kungälvs kommun",119+97 m²,7,891,4300000
Såld 26 februari 2018,Prästvägen 830,"Diseröd,          Kungälvs kommun",259+48 m²,10,49,6250000
Såld 23 februari 2018,Länsmansvägen 24,"Ytterby,          Kungälvs kommun",126+85 m²,4,915,4600000
Såld 21 februari 2018,Rättarevägen 11,"Ytterby,          Kungälvs kommun",105+122 m²,6,477,4780000
Såld 21 februari 2018,Västerhöjdsvägen 44,"Bohuslän,          Kungälvs kommun",104+15 m²,6,285,4250000
Såld 20 februari 2018,Hemvägen 15,"Diseröd,          Kungälvs kommun",138+5 m²,5,,3450000
Såld 14 februari 2018,Grindvakten 31,"Grinden,          Kungälvs kommun",121+5 m²,5,448,3700000
Såld 9 februari 2018,Skardet 126,"Kode,          Kungälvs kommun",212+7 m²,7,456,6500000
Såld 8 februari 2018,Arntorp 190,"Kareby,          Kungälvs kommun",85+92 m²,4,48,2735000
Såld 3 februari 2018,Solskiftegatan 38,"Ytterby,          Kungälvs kommun",110+50 m²,5,797,4560000
Såld 3 februari 2018,Torsbyvägen 22,"Ytterby,          Kungälvs kommun",170+53 m²,7,650,4800000
Såld 1 februari 2018,Flintstensgatan 1,"Ytterby - Stället,          Kungälvs kommun",122+5 m²,5,304,4400000
Såld 30 januari 2018,Duvesjön 304,"Duvesjön,          Kungälvs kommun",124+4 m²,4,180,3650000
Såld 30 januari 2018,Hemvägen 9,"Diseröd,          Kungälvs kommun",137+5 m²,5,438,3500000
Såld 26 januari 2018,Poppelvägen 1,"Diseröd,          Kungälvs kommun",138+6 m²,6,788,4500000
Såld 26 januari 2018,Fasanstigen 5,"Skälebräcke,          Kungälvs kommun",126+5 m²,5,362,3495000
Såld 22 januari 2018,Rostock 338,"Bohuslän,          Kungälvs kommun",161+6 m²,6,83,5000000
Såld 19 januari 2018,Prejelvägen 128,"Ullstorp,          Kungälvs kommun",122+5 m²,5,293,4650000
Såld 14 januari 2018,Kolonigatan 6,"Marstrand,          Kungälvs kommun",135+75 m²,5,863,8300000
Såld 12 januari 2018,Signehög 210,"Romelanda,          Kungälvs kommun",142+28 m²,6,945,3350000
Såld 12 januari 2018,Munkegärdegatan 339,"Munkegärde,          Kungälvs kommun",117+5 m²,5,659,4750000
Såld 3 januari 2018,Nordängen 2,"Sundhammar,          Kungälvs kommun",165+7 m²,6,936,6500000
Såld 2 januari 2018,Kristiansborg 350,"Tjuvkil,          Kungälvs kommun",121+65 m²,5,99,5500000
Såld 22 december 2017,Duvesjön 180,"Duvesjön,          Kungälvs kommun",47+2 m²,2,650,1725000
Såld 21 december 2017,Råckeröd 150,"Kärna,          Kungälvs kommun",60+3 m²,3,95,2195000
Såld 20 december 2017,Ulvesund 530,"Ytterby - Ulvesund,          Kungälvs kommun",75+20 m²,4,233,3045000
Såld 13 december 2017,Prejelvägen 117,"Ullstorp,          Kungälvs kommun",122+8 m²,5,596,4740000
Såld 13 december 2017,Krappvägen 571,"KUNGÄLV,          Kungälvs kommun",148+10 m²,5,382,6000000
Såld 10 december 2017,Oskarsberg 120,"Kungälv Kareby,          Kungälvs kommun",208+5 m²,5,363,4200000
Såld 7 december 2017,Vandilgatan 4,"Ytterby - Stället,          Kungälvs kommun",197+6 m²,6,885,5750000
Såld 6 december 2017,Fasanstigen 10,"Skälebräcke,          Kungälvs kommun",128+4 m²,4,338,4000000
Såld 2 december 2017,Lefstad 230,"Kärna,          Kungälvs kommun",93+93 m²,7,603,3580000
Såld 29 november 2017,Prejelvägen 137,"Bohuslän,          Kungälvs kommun",122+10 m²,5,423,4850000
Såld 27 november 2017,Plogvägen 191,"Ullstorp,          Kungälvs kommun",122+26 m²,5,402,4800000
Såld 24 november 2017,Västra gatan 40,"Centralt,          Kungälvs kommun",133+50 m²,6,96,6350000
Såld 23 november 2017,Sjöhåla 580,"Kovikshamn,          Kungälvs kommun",94+87 m²,5,68,3100000
Såld 18 november 2017,Galeasgatan 15,"Kungälv,          Kungälvs kommun",103+64 m²,5,610,3850000
Såld 17 november 2017,Västerhöjdsvägen 36,"Kärna,          Kungälvs kommun",107+5 m²,5,258,4000000
Såld 16 november 2017,Gråstensvägen 19,"Kode Halltorp,          Kungälvs kommun",94+5 m²,5,197,3200000
Såld 16 november 2017,Hägnan 135,"KAREBY,          Kungälvs kommun",235+6 m²,6,335,8800000
Såld 15 november 2017,Rishammarvägen 17,"Kareby,          Kungälvs kommun",120+80 m²,6,142,4375000
Såld 10 november 2017,Nygatan 14,"Marstrand - Koön,          Kungälvs kommun",167+80 m²,6,677,10800000
Såld 5 november 2017,Granndalen 7,"Lycke,          Kungälvs kommun",50+2 m²,2,465,1875000
Såld 1 november 2017,Skårby 670,"Kareby,          Kungälvs kommun",143+6 m²,6,813,3000000
Såld 1 november 2017,Kodevägen 3,"KODE,          Kungälvs kommun",150+50 m²,7,25,4300000
Såld 31 oktober 2017,Matskärsvägen 12A,"Lycke,          Kungälvs kommun",145+6 m²,6,249,4500000
Såld 31 oktober 2017,Årsnäs 290,"Årsnäs,          Kungälvs kommun",167+5 m²,5,558,4950000
Såld 27 oktober 2017,Staby 350,"Kärna,          Kungälvs kommun",110+80 m²,4,911,2425000
Såld 27 oktober 2017,Vråstigen 6,"Överön / Vråkärr,          Kungälvs kommun",100+3 m²,3,453,2475000
Såld 26 oktober 2017,Bergkristallvägen 23,"Kode,          Kungälvs kommun",130+5 m²,5,504,4780000
Såld 23 oktober 2017,Östra Gatan 9,"Centrum,          Kungälvs kommun",325+82 m²,10,359,7900000
Såld 21 oktober 2017,Kållen 160,"Norrmannebo,          Kungälvs kommun",88+4 m²,4,819,1650000
Såld 20 oktober 2017,Fredkullagatan 8,"Komarken,          Kungälvs kommun",175+100 m²,6,741,7160000
Såld 20 oktober 2017,Jakobsvägen 7,"Kode,          Kungälvs kommun",188+3 m²,3,324,5475000
Såld 16 oktober 2017,Mjölnarvägen 13,"Diseröd,          Kungälvs kommun",158+59 m²,7,899,3965000
Såld 13 oktober 2017,Klövergången 15,"Centrum,          Kungälvs kommun",125+4 m²,4,401,4150000
Såld 13 oktober 2017,Kulperödsvägen 5A,"Gullbringa,          Kungälvs kommun",100+20 m²,5,450,2495000
Såld 13 oktober 2017,Stora Ryr 130,"Lycke,          Kungälvs kommun",80+20 m²,5,270,1600000
Såld 12 oktober 2017,Röd 140,"Kareby,          Kungälvs kommun",122+11 m²,4,52,3400000
Såld 12 oktober 2017,Smaragdvägen 48,"Kode,          Kungälvs kommun",133+5 m²,5,368,3700000
Såld 10 oktober 2017,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",72+3 m²,3,681,2670000
Såld 9 oktober 2017,Åsebyberg 853,"Åseby,          Kungälvs kommun",137+5 m²,5,462,4150000
Såld 6 oktober 2017,Toftebergsvägen 2,"Tjuvkil,          Kungälvs kommun",84+3 m²,5,85,3700000
Såld 5 oktober 2017,Kärnavägen 4,"Kärna,          Kungälvs kommun",110+90 m²,7,860,4100000
Såld 5 oktober 2017,Enekullsvägen 28,"Enekullen,          Kungälvs kommun",125+18 m²,4,789,4100000
Såld 3 oktober 2017,Skårshöjd 8,"Kärna,          Kungälvs kommun",120+40 m²,5,900,2700000
Såld 2 oktober 2017,Lundby 280,"Kareby 1,          Kungälvs kommun",85+4 m²,4,56,3250000
Såld 29 september 2017,Rosenstensvägen 3,"Kode,          Kungälvs kommun",143+6 m²,6,458,4000000
Såld 25 september 2017,Bräcke 330,"Kärna,          Kungälvs kommun",86+4 m²,4,188,2800000
Såld 22 september 2017,Ulvesund 419,"Kungälv - Ulvesund,          Kungälvs kommun",65+2 m²,2,688,2710000
Såld 21 september 2017,Bergåsvägen 23,"Ytterby,          Kungälvs kommun",131+37 m²,5,267,4575000
Såld 20 september 2017,Vävra 710,"Hålta,          Kungälvs kommun",100+100 m²,5,794,3650000
Såld 20 september 2017,Trätäljagatan 2,"Iskällan,          Kungälvs kommun",147+147 m²,9,937,5875000
Såld 14 september 2017,Håkons gata 6,"Iskällan,          Kungälvs kommun",117+4 m²,4,960,4950000
Såld 10 september 2017,Torp 340,"Kareby,          Kungälvs kommun",127+100 m²,6,23,4325000
Såld 8 september 2017,Västra Åkerhögsvägen 17,"Kärna,          Kungälvs kommun",155+20 m²,6,824,4575000
Såld 7 september 2017,Rävo 170,"Hålta,          Kungälvs kommun",165+60 m²,5,627,7150000
Såld 7 september 2017,Törnrosgatan 5,"Ytterby Tornhaga,          Kungälvs kommun",195+6 m²,6,75,4555000
Såld 5 september 2017,Snäckliden 13,"Sundhammar,          Kungälvs kommun",48+33 m²,4,590,2800000
Såld 1 september 2017,Bergåsvägen 16e,"Kungälv - Ytterby,          Kungälvs kommun",100+4 m²,4,602,4820000
Såld 31 augusti 2017,Sjöhåla 170,"KÄRNA,          Kungälvs kommun",124+72 m²,5,35,3550000
Såld 30 augusti 2017,Duvesjön 308,"Romelanda,          Kungälvs kommun",121+4 m²,4,916,3295000
Såld 29 augusti 2017,Hermelingatan 11,"Olseröd,          Kungälvs kommun",126+5 m²,5,548,5300000
Såld 28 augusti 2017,Flädervägen 14,"Bohuslän,          Kungälvs kommun",105+5 m²,5,476,3450000
Såld 24 augusti 2017,Solberga 900,"Kode,          Kungälvs kommun",123+4 m²,4,107,2500000
Såld 24 augusti 2017,Åseby Österväg 9,"Åsebyberg,          Kungälvs kommun",200+6 m²,6,288,4650000
Såld 24 augusti 2017,Sköldgatan 9,"YTTERBY,          Kungälvs kommun",136+28 m²,4,490,5250000
Såld 23 augusti 2017,Klåverön 580,"Marstrand,          Kungälvs kommun",90+30 m²,5,929,21000000
Såld 23 augusti 2017,Honeröd 280,"Bohuslän,          Kungälvs kommun",120+4 m²,4,4,3750000
Såld 23 augusti 2017,Stora Risby 530,"Hålta,          Kungälvs kommun",62+53 m²,4,925,2900000
Såld 23 augusti 2017,Akvamarinvägen 7,"Kode,          Kungälvs kommun",112+5 m²,5,779,3130000
Såld 22 augusti 2017,Heavägen 21,"Lycke,          Kungälvs kommun",140+40 m²,5,355,3775000
Såld 21 augusti 2017,Skårby mosse 860,"Kareby,          Kungälvs kommun",164+6 m²,6,621,3525000
Såld 18 augusti 2017,Husfrejagatan 7,"Iskällan,          Kungälvs kommun",124+151 m²,8,984,7150000
Såld 16 augusti 2017,Ljungvägen 20,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",34+2 m²,2,650,925000
Såld 15 augusti 2017,Staby (770),"Kärna,          Kungälvs kommun",117+5 m²,5,0,3990000
Såld 9 augusti 2017,Bergsgatan 7,"Marstrand,          Kungälvs kommun",265+67 m²,7,729,10500000
Såld 8 augusti 2017,Smugglaregatan 14,"Marstrandsön,          Kungälvs kommun",133+91 m²,6,744,16000000
Såld 4 augusti 2017,Hallbjörtorp 370,"Kungälv - Kärna,          Kungälvs kommun",30+30 m²,2,535,2425000
Såld 2 augusti 2017,Tullaregatan 5,"Marstrandsön,          Kungälvs kommun",190+6 m²,6,371,13200000
Såld 29 juli 2017,Stadsängsvägen 4,"Marstrand-Instön,          Kungälvs kommun",72+3 m²,3,489,4150000
Såld 25 juli 2017,Länsmansvägen 8,"Ytterby,          Kungälvs kommun",124+124 m²,4,369,6250000
Såld 18 juli 2017,Fontinvägen 20,"Kungälv - Centrum,          Kungälvs kommun",220+50 m²,5,34,6100000
Såld 17 juli 2017,Enekullsvägen 54B,"Ytterby - Enekullen,          Kungälvs kommun",176+6 m²,6,930,4600000
Såld 17 juli 2017,Olsåker 110,"Kareby,          Kungälvs kommun",139+60 m²,8,226,5200000
Såld 12 juli 2017,Prejelvägen 102,"Ullstorp,          Kungälvs kommun",122+6 m²,5,304,4800000
Såld 11 juli 2017,Ulvesund 427,"KUNGÄLV - Ulvesund,          Kungälvs kommun",100+10 m²,5,939,3850000
Såld 11 juli 2017,Sävstigen 2,"Centralt,          Kungälvs kommun",121+1 m²,5,534,3800000
Såld 8 juli 2017,Solberg 455,"Romelanda,          Kungälvs kommun",,,,2000000
Såld 8 juli 2017,Solberg 460,"Romelanda,          Kungälvs kommun",5 m²,5,,3000000
Såld 7 juli 2017,Nedre Knaverstad 280,"Aröd,          Kungälvs kommun",99+15 m²,4,105,3300000
Såld 5 juli 2017,Oxelvägen 84,"Diseröd,          Kungälvs kommun",139+5 m²,5,433,4200000
Såld 28 juni 2017,Hammarberg 840,"Kode,          Kungälvs kommun",67+3 m²,3,893,1950000
Såld 22 juni 2017,Röd 140,"Kareby,          Kungälvs kommun",150+4 m²,4,52,3730000
Såld 21 juni 2017,Djupuddsvägen 6,"Marstrand-Instön,          Kungälvs kommun",120+88 m²,5,346,4800000
Såld 16 juni 2017,Jakobsvägen 25,"Aröd,          Kungälvs kommun",75+25 m²,4,454,4150000
Såld 15 juni 2017,Ripstigen 5,"Centrum,          Kungälvs kommun",128+4 m²,4,362,3850000
Såld 15 juni 2017,Klåverön 290,"Marstrand,          Kungälvs kommun",70+3 m²,3,986,5700000
Såld 14 juni 2017,Häradsvägen 18,"Ytterby,          Kungälvs kommun",128+10 m²,5,342,4500000
Såld 14 juni 2017,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",157+5 m²,5,31,4630000
Såld 14 juni 2017,Hällristningsgatan 15,"YTTERBY,          Kungälvs kommun",107+5 m²,5,430,5185000
Såld 9 juni 2017,Grindbacken 20,"Grinden,          Kungälvs kommun",148+44 m²,7,903,6075000
Såld 8 juni 2017,Åsebyberg 925,"Kungälvs kommun,          Kungälvs kommun",177+57 m²,6,837,4750000
Såld 8 juni 2017,Mossvägen 41,"Lökeberg,          Kungälvs kommun",46+2 m²,2,413,2160000
Såld 4 juni 2017,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",72+3 m²,3,681,2750000
Såld 3 juni 2017,Lökebergsvägen 61,"Marstrand,          Kungälvs kommun",140+50 m²,6,0,12000000
Såld 2 juni 2017,Staby 760,"Kärna,          Kungälvs kommun",210+90 m²,10,203,5500000
Såld 2 juni 2017,Saltskärsvägen 6,"Tjuvkil,          Kungälvs kommun",46+3 m²,3,474,2150000
Såld 2 juni 2017,Hallebäcksvägen 31,"Aröd/Timmervik,          Kungälvs kommun",75+18 m²,3,470,2250000
Såld 2 juni 2017,Klövergången 10,"KUNGÄLV,          Kungälvs kommun",120+10 m²,4,407,3700000
Såld 1 juni 2017,Grindenvägen 27,"Grinden,          Kungälvs kommun",165+65 m²,7,925,5205000
Såld 1 juni 2017,Duvesjön 465,"Romelanda-Duvesjön,          Kungälvs kommun",36+4 m²,2,586,1150000
Såld 31 maj 2017,Enskiftegatan 10,"Ytterby,          Kungälvs kommun",179+6 m²,6,768,4850000
Såld 29 maj 2017,Duvesjön 212,"Duvesjön,          Kungälvs kommun",49+2 m²,2,442,1750000
Såld 28 maj 2017,Rishammar 250,"Kareby,          Kungälvs kommun",104+90 m²,6,215,3750000
Såld 26 maj 2017,Dalvägen 17,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",45+40 m²,5,36,2395000
Såld 25 maj 2017,Skrivarevägen 46,"Ytterby,          Kungälvs kommun",104+4 m²,4,176,3400000
Såld 25 maj 2017,Fredkullagatan 21,"Centrum,          Kungälvs kommun",130+130 m²,7,978,5710000
Såld 25 maj 2017,Årsnäs 460,"Kode,          Kungälvs kommun",40+3 m²,3,393,2450000
Såld 19 maj 2017,Husfrejagatan 6,"Iskällan,          Kungälvs kommun",152+52 m²,6,938,5400000
Såld 17 maj 2017,Matskärsvägen 70,"Tjuvkil,          Kungälvs kommun",86+4 m²,4,138,3470000
Såld 16 maj 2017,Västerhöjdsvägen 24,"Kärna,          Kungälvs kommun",150+15 m²,6,728,5300000
Såld 15 maj 2017,Plogvägen 209,"Ullstorp,          Kungälvs kommun",122+5 m²,5,290,4800000
Såld 14 maj 2017,Byvägen 63,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",104+5 m²,5,750,3300000
Såld 12 maj 2017,Myrstigen 4,"Tjuvkil/Lökeberg,          Kungälvs kommun",56+2 m²,2,511,3240000
Såld 12 maj 2017,"Västra Trädal 205, Villa Kobbskär","Kärna Kållstorp,          Kungälvs kommun",127+5 m²,5,236,4635000
Såld 10 maj 2017,Stora Risby 360,"Bohuslän,          Kungälvs kommun",43+3 m²,3,264,1750000
Såld 10 maj 2017,Fregattgatan 2,"Kungälv,          Kungälvs kommun",217+26 m²,7,781,4650000
Såld 8 maj 2017,Jakobsvägen 21-23,"Aröd,          Kungälvs kommun",95+65 m²,5,963,4550000
Såld 5 maj 2017,Östergårdsgatan 63,"Ytterby,          Kungälvs kommun",150+6 m²,6,556,5700000
Såld 5 maj 2017,Stora Lycke 330,"Kungälv - Lycke,          Kungälvs kommun",220+7 m²,7,147,7000000
Såld 4 maj 2017,Tolleröd 115,"Kode,          Kungälvs kommun",120+100 m²,7,130,4295000
Såld 2 maj 2017,Situlagatan 3,"YTTERBY,          Kungälvs kommun",154+16 m²,6,795,5600000
Såld 1 maj 2017,Kvarndalsvägen 40,"Lökeberg,          Kungälvs kommun",56+36 m²,3,89,2650000
Såld 29 april 2017,Skäggstorp 180,"Kode,          Kungälvs kommun",58+2 m²,2,353,2360000
Såld 27 april 2017,Knapegården 170,"Kode,          Kungälvs kommun",62+3 m²,3,256,1840000
Såld 27 april 2017,Briljantvägen 21,"Kode,          Kungälvs kommun",150+6 m²,6,498,4350000
Såld 26 april 2017,Bergkristallvägen 21,"Kode,          Kungälvs kommun",127+10 m²,6,531,4250000
Såld 26 april 2017,Mantalsgatan 29,"Ytterby,          Kungälvs kommun",193+6 m²,6,882,5360000
Såld 25 april 2017,Vallhjonsgatan 14,"Marstrand - Koön,          Kungälvs kommun",172+6 m²,6,630,8200000
Såld 25 april 2017,Bergkristallvägen 3,"Kode,          Kungälvs kommun",125+9 m²,4,527,4500000
Såld 16 april 2017,Tryggvasons gata 1,"Iskällan,          Kungälvs kommun",135+40 m²,7,785,6500000
